trade_id,offer_id,buyer_id,seller_id,open_ts,accept_ts,settle_ts,amount_paid,settled_bool,settlement_tx_stub,synthetic_trade
synthetic_7786217ffe26,offer_ev_owner_01_1735806600,grid,ev_owner_01,2025-01-02T08:30:00Z,2025-01-02T08:30:00Z,2025-01-02 08:45:00+00:00,0.696,True,7ba90bb03c604de7925ace480173d02f,True
synthetic_88b100d1b728,offer_ev_owner_01_1735806900,grid,ev_owner_01,2025-01-02T08:35:00Z,2025-01-02T08:35:00Z,2025-01-02 08:50:00+00:00,0.6397,True,03a4b6d35abd48f28e8becd58f3440e8,True
synthetic_66301500d229,offer_ev_owner_01_1735807200,grid,ev_owner_01,2025-01-02T08:40:00Z,2025-01-02T08:40:00Z,2025-01-02 08:55:00+00:00,0.7629,True,3f4fbb96c4fd4730b6268ec2ce147cde,True
synthetic_4cd66f6f2ecd,offer_ev_owner_01_1735807500,grid,ev_owner_01,2025-01-02T08:45:00Z,2025-01-02T08:45:00Z,2025-01-02 09:00:00+00:00,0.7219,True,36a4b1e0ccd94ca8b429f9d8722bce32,True
synthetic_c3036a692bd6,offer_ev_owner_01_1735807800,grid,ev_owner_01,2025-01-02T08:50:00Z,2025-01-02T08:50:00Z,2025-01-02 09:05:00+00:00,0.6816,True,4070cb5233f243ae985e9b6d120690c9,True
synthetic_73477d773c78,offer_ev_owner_01_1735808100,grid,ev_owner_01,2025-01-02T08:55:00Z,2025-01-02T08:55:00Z,2025-01-02 09:10:00+00:00,0.6559,True,143234ead77b484ab916a27a2053ab4b,True
synthetic_6382bb715180,offer_ev_owner_01_1735808400,grid,ev_owner_01,2025-01-02T09:00:00Z,2025-01-02T09:00:00Z,2025-01-02 09:15:00+00:00,0.639,True,6f210a54a9cc4f19ab58b8d8096a710c,True
synthetic_638ec596cf48,offer_ev_owner_01_1735808700,grid,ev_owner_01,2025-01-02T09:05:00Z,2025-01-02T09:05:00Z,2025-01-02 09:20:00+00:00,0.6514,True,2eefb556de7d445b8b3adb338e816a4d,True
synthetic_cddb8592093e,offer_ev_owner_01_1735809000,grid,ev_owner_01,2025-01-02T09:10:00Z,2025-01-02T09:10:00Z,2025-01-02 09:25:00+00:00,0.5646,True,df34a50ec1f6456db6c8933f15b3ef42,True
synthetic_887f0460b867,offer_ev_owner_01_1735809600,grid,ev_owner_01,2025-01-02T09:20:00Z,2025-01-02T09:20:00Z,2025-01-02 09:35:00+00:00,0.5553,True,49f898b4adf04a2abf3accfe73712272,True
synthetic_97cdda0baddf,offer_ev_owner_01_1735877700,grid,ev_owner_01,2025-01-03T04:15:00Z,2025-01-03T04:15:00Z,2025-01-03 04:30:00+00:00,0.5078,True,5fe5205ef9a0452fb9957ebe8b0065a4,True
synthetic_69b19e5c051d,offer_ev_owner_01_1735878000,grid,ev_owner_01,2025-01-03T04:20:00Z,2025-01-03T04:20:00Z,2025-01-03 04:35:00+00:00,0.4948,True,b6c347466db74f27b0b13ba818b59fe2,True
synthetic_38b085377249,offer_ev_owner_01_1735878300,grid,ev_owner_01,2025-01-03T04:25:00Z,2025-01-03T04:25:00Z,2025-01-03 04:40:00+00:00,0.47,True,5e700c814b5b4fa2bd61d882597a6574,True
synthetic_1a3a2cec326b,offer_ev_owner_01_1735878600,grid,ev_owner_01,2025-01-03T04:30:00Z,2025-01-03T04:30:00Z,2025-01-03 04:45:00+00:00,0.7651,True,d9e06f33bc704ee6b5445f1d79a4957a,True
synthetic_cce42e97fc4b,offer_ev_owner_01_1735878900,grid,ev_owner_01,2025-01-03T04:35:00Z,2025-01-03T04:35:00Z,2025-01-03 04:50:00+00:00,0.7616,True,50e97686ac194b62afe173935f381549,True
synthetic_0f00001dec84,offer_ev_owner_01_1735879200,grid,ev_owner_01,2025-01-03T04:40:00Z,2025-01-03T04:40:00Z,2025-01-03 04:55:00+00:00,0.8656,True,f956412911ba46f1b91aabe06609b54d,True
synthetic_7fb428526993,offer_ev_owner_01_1735879500,grid,ev_owner_01,2025-01-03T04:45:00Z,2025-01-03T04:45:00Z,2025-01-03 05:00:00+00:00,0.8675,True,a59935608bac4dc88803ba8d8d9ebbc2,True
synthetic_ec4065be4030,offer_ev_owner_01_1735879800,grid,ev_owner_01,2025-01-03T04:50:00Z,2025-01-03T04:50:00Z,2025-01-03 05:05:00+00:00,0.7229,True,70ab92ef9ded449f93b518d4f0a4f891,True
synthetic_1fb93fcc97d9,offer_ev_owner_01_1735880100,grid,ev_owner_01,2025-01-03T04:55:00Z,2025-01-03T04:55:00Z,2025-01-03 05:10:00+00:00,0.9583,True,de61bfbfd42e40259fd7d7ac5000850a,True
synthetic_99011a63ec72,offer_ev_owner_01_1735880400,grid,ev_owner_01,2025-01-03T05:00:00Z,2025-01-03T05:00:00Z,2025-01-03 05:15:00+00:00,0.9805,True,d0707ca0489647b68fc72d9032e920f0,True
synthetic_599fabe193f6,offer_ev_owner_01_1735880700,grid,ev_owner_01,2025-01-03T05:05:00Z,2025-01-03T05:05:00Z,2025-01-03 05:20:00+00:00,0.9888,True,317374a0af7546d28f3c154670800c43,True
synthetic_a33931a5c091,offer_ev_owner_01_1735881000,grid,ev_owner_01,2025-01-03T05:10:00Z,2025-01-03T05:10:00Z,2025-01-03 05:25:00+00:00,0.9563,True,390639bfdc314c4a9d3daf311545e9ec,True
synthetic_302bf2d7c2a4,offer_ev_owner_01_1735881300,grid,ev_owner_01,2025-01-03T05:15:00Z,2025-01-03T05:15:00Z,2025-01-03 05:30:00+00:00,0.8659,True,7ad53893cc9a44c1a133b62b35dee978,True
synthetic_a62273d2f230,offer_ev_owner_01_1735881600,grid,ev_owner_01,2025-01-03T05:20:00Z,2025-01-03T05:20:00Z,2025-01-03 05:35:00+00:00,1.066,True,2d73e9bde8354652a262715524a4c2da,True
synthetic_c8aabab8eaf0,offer_family_home_01_1735881900,grid,family_home_01,2025-01-03T05:25:00Z,2025-01-03T05:25:00Z,2025-01-03 05:40:00+00:00,0.571,True,05f1b4f727c94ca0b9f153bfae50fb73,True
synthetic_bace4c5b0adb,offer_ev_owner_01_1735881900,grid,ev_owner_01,2025-01-03T05:25:00Z,2025-01-03T05:25:00Z,2025-01-03 05:40:00+00:00,0.8611,True,1aacf278084c4bf2a5f30a89718027a8,True
synthetic_1a3e8c1b02ec,offer_ev_owner_01_1735882200,grid,ev_owner_01,2025-01-03T05:30:00Z,2025-01-03T05:30:00Z,2025-01-03 05:45:00+00:00,1.1242,True,2f86ac23ee9248498b8d1702ae307885,True
synthetic_9bac37c6b6e5,offer_family_home_01_1735882500,grid,family_home_01,2025-01-03T05:35:00Z,2025-01-03T05:35:00Z,2025-01-03 05:50:00+00:00,0.5941,True,b78c97c2d8fa438dbf866e95682798c3,True
synthetic_65eebd72201b,offer_ev_owner_01_1735882500,grid,ev_owner_01,2025-01-03T05:35:00Z,2025-01-03T05:35:00Z,2025-01-03 05:50:00+00:00,0.885,True,c1d1c1837d2f4e9f8483794f06a67e49,True
synthetic_54ade74c4484,offer_ev_owner_01_1735882800,grid,ev_owner_01,2025-01-03T05:40:00Z,2025-01-03T05:40:00Z,2025-01-03 05:55:00+00:00,1.0992,True,58777791026b4217b7ed01cfd64ec3a7,True
synthetic_0dc0c4d6462f,offer_family_home_01_1735883100,grid,family_home_01,2025-01-03T05:45:00Z,2025-01-03T05:45:00Z,2025-01-03 06:00:00+00:00,0.5913,True,e339893f7c1e40089fe4a23b2e6f7f23,True
synthetic_d291f854a3c0,offer_ev_owner_01_1735883100,grid,ev_owner_01,2025-01-03T05:45:00Z,2025-01-03T05:45:00Z,2025-01-03 06:00:00+00:00,0.9405,True,3e3a55c7d9484a7fa09046964557f4ee,True
synthetic_4368510725d1,offer_family_home_01_1735883400,grid,family_home_01,2025-01-03T05:50:00Z,2025-01-03T05:50:00Z,2025-01-03 06:05:00+00:00,0.5985,True,340ea0ab4b4846d0a61dae0a60074d85,True
synthetic_1993287bb2f7,offer_ev_owner_01_1735883400,grid,ev_owner_01,2025-01-03T05:50:00Z,2025-01-03T05:50:00Z,2025-01-03 06:05:00+00:00,1.1131,True,535fa9e44dab4b0a9ed9b3edd3460350,True
synthetic_627803a41cd3,offer_family_home_01_1735883700,grid,family_home_01,2025-01-03T05:55:00Z,2025-01-03T05:55:00Z,2025-01-03 06:10:00+00:00,0.5708,True,06569691d4644de1a599cae7bc325c1e,True
synthetic_ff5942337bd0,offer_ev_owner_01_1735883700,grid,ev_owner_01,2025-01-03T05:55:00Z,2025-01-03T05:55:00Z,2025-01-03 06:10:00+00:00,1.0107,True,f78209cc4156419dad3dd3ff0f1f18a3,True
synthetic_21442f7142c8,offer_family_home_01_1735884000,grid,family_home_01,2025-01-03T06:00:00Z,2025-01-03T06:00:00Z,2025-01-03 06:15:00+00:00,0.6212,True,e35ea5ee631944ec8f02139d06d65506,True
synthetic_2e93ee68e712,offer_ev_owner_01_1735884000,grid,ev_owner_01,2025-01-03T06:00:00Z,2025-01-03T06:00:00Z,2025-01-03 06:15:00+00:00,1.2221,True,8743dc1bfa894fc4bfcabb76eae5f682,True
synthetic_c3f6e0b11f57,offer_family_home_01_1735884300,grid,family_home_01,2025-01-03T06:05:00Z,2025-01-03T06:05:00Z,2025-01-03 06:20:00+00:00,0.5549,True,52073e69fd5743429b38fc27ba4595b2,True
synthetic_98242515f07c,offer_ev_owner_01_1735884300,grid,ev_owner_01,2025-01-03T06:05:00Z,2025-01-03T06:05:00Z,2025-01-03 06:20:00+00:00,1.1775,True,f7acfdf739814de680928f004a30fea1,True
synthetic_43723a89fa83,offer_family_home_01_1735884600,grid,family_home_01,2025-01-03T06:10:00Z,2025-01-03T06:10:00Z,2025-01-03 06:25:00+00:00,0.639,True,9d98b625270548b494a9dcbb049884e7,True
synthetic_07b4bc1a1d50,offer_ev_owner_01_1735884600,grid,ev_owner_01,2025-01-03T06:10:00Z,2025-01-03T06:10:00Z,2025-01-03 06:25:00+00:00,1.2189,True,7c5ba91e6dfb4cfd92dac36c8f21217a,True
synthetic_7826a65bf483,offer_family_home_01_1735884900,grid,family_home_01,2025-01-03T06:15:00Z,2025-01-03T06:15:00Z,2025-01-03 06:30:00+00:00,0.62,True,6e0d8890e9eb4dc8b7b555c86fed1961,True
synthetic_d7c1694d302e,offer_ev_owner_01_1735884900,grid,ev_owner_01,2025-01-03T06:15:00Z,2025-01-03T06:15:00Z,2025-01-03 06:30:00+00:00,1.0441,True,f22e16c2d8144cd0bd6c6d5456f94b0d,True
synthetic_9173cffb38cf,offer_family_home_01_1735885200,grid,family_home_01,2025-01-03T06:20:00Z,2025-01-03T06:20:00Z,2025-01-03 06:35:00+00:00,0.518,True,7ffdb87a9cd04feaa6c67b49c58cf853,True
synthetic_5d759d9a144a,offer_ev_owner_01_1735885200,grid,ev_owner_01,2025-01-03T06:20:00Z,2025-01-03T06:20:00Z,2025-01-03 06:35:00+00:00,1.2221,True,e65bb247e0e84723b5d4eed502b2c4c5,True
synthetic_e8c7c31e8d25,offer_family_home_01_1735885500,grid,family_home_01,2025-01-03T06:25:00Z,2025-01-03T06:25:00Z,2025-01-03 06:40:00+00:00,0.6636,True,26ec5ea0533c416493453169027af08c,True
synthetic_e218419cbb9e,offer_ev_owner_01_1735885500,grid,ev_owner_01,2025-01-03T06:25:00Z,2025-01-03T06:25:00Z,2025-01-03 06:40:00+00:00,1.2063,True,07d92cca90254eaea2bf10f3f223db52,True
synthetic_1d238839ceef,offer_family_home_01_1735885800,grid,family_home_01,2025-01-03T06:30:00Z,2025-01-03T06:30:00Z,2025-01-03 06:45:00+00:00,0.6087,True,b0b91ff462f6437597dec6a7a04635c9,True
synthetic_4be2ebcf8055,offer_ev_owner_01_1735885800,grid,ev_owner_01,2025-01-03T06:30:00Z,2025-01-03T06:30:00Z,2025-01-03 06:45:00+00:00,1.1868,True,d5f6dc769acc4d06ba4b9662f17556f2,True
synthetic_1dfb6c3ba046,offer_family_home_01_1735886100,grid,family_home_01,2025-01-03T06:35:00Z,2025-01-03T06:35:00Z,2025-01-03 06:50:00+00:00,0.6026,True,3536eb3e421b492e8967a09fad5e12d4,True
synthetic_810de43e0917,offer_ev_owner_01_1735886100,grid,ev_owner_01,2025-01-03T06:35:00Z,2025-01-03T06:35:00Z,2025-01-03 06:50:00+00:00,0.9951,True,c0b11df240524ad0afc8c2a71ee0e54c,True
synthetic_c50763681ae5,offer_family_home_01_1735886400,grid,family_home_01,2025-01-03T06:40:00Z,2025-01-03T06:40:00Z,2025-01-03 06:55:00+00:00,0.5219,True,fcbefb5c62b34a8395180c6dac30dbbe,True
synthetic_e6413b3bcc7b,offer_ev_owner_01_1735886400,grid,ev_owner_01,2025-01-03T06:40:00Z,2025-01-03T06:40:00Z,2025-01-03 06:55:00+00:00,1.1934,True,044275f13d1e4d16bc26081051d3c782,True
synthetic_5d59ca67f674,offer_ev_owner_01_1735886700,grid,ev_owner_01,2025-01-03T06:45:00Z,2025-01-03T06:45:00Z,2025-01-03 07:00:00+00:00,0.9755,True,92ef675a06e84c9c8cf1d9c225190cde,True
synthetic_317665a735b2,offer_family_home_01_1735887000,grid,family_home_01,2025-01-03T06:50:00Z,2025-01-03T06:50:00Z,2025-01-03 07:05:00+00:00,0.6289,True,0eb15a19e1cc40789484fba62b1e118e,True
synthetic_cd3e83fac592,offer_ev_owner_01_1735887000,grid,ev_owner_01,2025-01-03T06:50:00Z,2025-01-03T06:50:00Z,2025-01-03 07:05:00+00:00,0.9839,True,3eb61341b86a46edb269eebf4d07fba7,True
synthetic_fd5f5ad99280,offer_family_home_01_1735887300,grid,family_home_01,2025-01-03T06:55:00Z,2025-01-03T06:55:00Z,2025-01-03 07:10:00+00:00,0.5751,True,aaf8aba9d63b4b0ab72abb87103839b2,True
synthetic_a001e64a63d0,offer_ev_owner_01_1735887300,grid,ev_owner_01,2025-01-03T06:55:00Z,2025-01-03T06:55:00Z,2025-01-03 07:10:00+00:00,1.1788,True,63e7580790ec4dd5a643624bd8ded371,True
synthetic_9a8ce3844966,offer_family_home_01_1735887600,grid,family_home_01,2025-01-03T07:00:00Z,2025-01-03T07:00:00Z,2025-01-03 07:15:00+00:00,0.5169,True,79b2aca7975c4f5e8fc43f4ec58c77ae,True
synthetic_f2c8e0cb66fc,offer_ev_owner_01_1735887600,grid,ev_owner_01,2025-01-03T07:00:00Z,2025-01-03T07:00:00Z,2025-01-03 07:15:00+00:00,1.2404,True,7654b35c7a324d90a2c0c9f9c00ddacb,True
synthetic_e5038fa27585,offer_family_home_01_1735887900,grid,family_home_01,2025-01-03T07:05:00Z,2025-01-03T07:05:00Z,2025-01-03 07:20:00+00:00,0.5471,True,7d08a71a191d48f19bbfac2cd7444970,True
synthetic_1759f989116b,offer_ev_owner_01_1735887900,grid,ev_owner_01,2025-01-03T07:05:00Z,2025-01-03T07:05:00Z,2025-01-03 07:20:00+00:00,1.2181,True,f9554c5a851e49b0a489bad2be5da47e,True
synthetic_2b72a7dfa0e1,offer_ev_owner_01_1735888200,grid,ev_owner_01,2025-01-03T07:10:00Z,2025-01-03T07:10:00Z,2025-01-03 07:25:00+00:00,1.0679,True,74d3d589be2d4e6ebcfa1293e20c70e6,True
synthetic_93cfc4d8bae3,offer_family_home_01_1735888500,grid,family_home_01,2025-01-03T07:15:00Z,2025-01-03T07:15:00Z,2025-01-03 07:30:00+00:00,0.6487,True,64f8c20d33e04d43bc2bd33c783440de,True
synthetic_f7d3da6f76a6,offer_ev_owner_01_1735888500,grid,ev_owner_01,2025-01-03T07:15:00Z,2025-01-03T07:15:00Z,2025-01-03 07:30:00+00:00,0.9423,True,f66bda74d1964dc7a3df55d1249f654e,True
synthetic_6e19c2f7abd9,offer_family_home_01_1735888800,grid,family_home_01,2025-01-03T07:20:00Z,2025-01-03T07:20:00Z,2025-01-03 07:35:00+00:00,0.5311,True,db6500c9948846529a80a31a6270200c,True
synthetic_a993be92c632,offer_ev_owner_01_1735888800,grid,ev_owner_01,2025-01-03T07:20:00Z,2025-01-03T07:20:00Z,2025-01-03 07:35:00+00:00,1.1803,True,346b65d36718461d996013d03bd259a1,True
synthetic_232fb1dae275,offer_family_home_01_1735889100,grid,family_home_01,2025-01-03T07:25:00Z,2025-01-03T07:25:00Z,2025-01-03 07:40:00+00:00,0.5963,True,7381ee651df44ede89a2d3e84f1b8d1a,True
synthetic_a9596d873807,offer_ev_owner_01_1735889100,grid,ev_owner_01,2025-01-03T07:25:00Z,2025-01-03T07:25:00Z,2025-01-03 07:40:00+00:00,1.1388,True,168a2a485a904bb392987abda66b2d6c,True
synthetic_af5b9caefb14,offer_family_home_01_1735889400,grid,family_home_01,2025-01-03T07:30:00Z,2025-01-03T07:30:00Z,2025-01-03 07:45:00+00:00,0.5037,True,901e93d0c3394953a4e7518c9a752d3d,True
synthetic_1ec2f68df505,offer_ev_owner_01_1735889400,grid,ev_owner_01,2025-01-03T07:30:00Z,2025-01-03T07:30:00Z,2025-01-03 07:45:00+00:00,1.0356,True,978661ad580c4893befb19a80cc86dc2,True
synthetic_42446d4ed48e,offer_ev_owner_01_1735889700,grid,ev_owner_01,2025-01-03T07:35:00Z,2025-01-03T07:35:00Z,2025-01-03 07:50:00+00:00,1.0434,True,2265eebc677943f1a373182a70d65daf,True
synthetic_a55dc0b5e308,offer_family_home_01_1735890000,grid,family_home_01,2025-01-03T07:40:00Z,2025-01-03T07:40:00Z,2025-01-03 07:55:00+00:00,0.5861,True,f57e265e860e4b31acab83fa0593d867,True
synthetic_9e6d85c2f19a,offer_ev_owner_01_1735890000,grid,ev_owner_01,2025-01-03T07:40:00Z,2025-01-03T07:40:00Z,2025-01-03 07:55:00+00:00,1.0433,True,706a9f72b74145c7a909096826c79a6a,True
synthetic_2c7594cc5191,offer_family_home_01_1735890300,grid,family_home_01,2025-01-03T07:45:00Z,2025-01-03T07:45:00Z,2025-01-03 08:00:00+00:00,0.5977,True,929132ff53234b1398132eac147982be,True
synthetic_a6ba2f145a1e,offer_ev_owner_01_1735890300,grid,ev_owner_01,2025-01-03T07:45:00Z,2025-01-03T07:45:00Z,2025-01-03 08:00:00+00:00,1.1339,True,4c7b8e6b134d412789de3d5d00c5af82,True
synthetic_ac43061a6b5f,offer_ev_owner_01_1735890600,grid,ev_owner_01,2025-01-03T07:50:00Z,2025-01-03T07:50:00Z,2025-01-03 08:05:00+00:00,1.059,True,62a2b2af6fa44d2281be1b2b5dd01c98,True
synthetic_4cf5037f1694,offer_ev_owner_01_1735890900,grid,ev_owner_01,2025-01-03T07:55:00Z,2025-01-03T07:55:00Z,2025-01-03 08:10:00+00:00,1.0594,True,5e7f033163a94132a9168825d2ced103,True
synthetic_679d59cb5790,offer_ev_owner_01_1735891200,grid,ev_owner_01,2025-01-03T08:00:00Z,2025-01-03T08:00:00Z,2025-01-03 08:15:00+00:00,0.9917,True,b4a521c922644b02871192bc9dd77248,True
synthetic_ca64eedd45f9,offer_ev_owner_01_1735891500,grid,ev_owner_01,2025-01-03T08:05:00Z,2025-01-03T08:05:00Z,2025-01-03 08:20:00+00:00,0.9828,True,c643c061ac8843919369cbfa7bb06702,True
synthetic_366f1c7f4eb7,offer_ev_owner_01_1735891800,grid,ev_owner_01,2025-01-03T08:10:00Z,2025-01-03T08:10:00Z,2025-01-03 08:25:00+00:00,1.0293,True,0e1d795aacaf466880934fc2ed0fae51,True
synthetic_3244440f953a,offer_ev_owner_01_1735892100,grid,ev_owner_01,2025-01-03T08:15:00Z,2025-01-03T08:15:00Z,2025-01-03 08:30:00+00:00,1.0494,True,abcfa12582744e2fb94bd3dc42931b55,True
synthetic_07c73ab2e7b4,offer_ev_owner_01_1735892400,grid,ev_owner_01,2025-01-03T08:20:00Z,2025-01-03T08:20:00Z,2025-01-03 08:35:00+00:00,0.9643,True,37da3f47f661457dad5c9cc6c871d4d1,True
synthetic_a2b63fc49c82,offer_ev_owner_01_1735892700,grid,ev_owner_01,2025-01-03T08:25:00Z,2025-01-03T08:25:00Z,2025-01-03 08:40:00+00:00,0.8235,True,a7a383aa4918464db35a071fb9728ea8,True
synthetic_761b6c7eeb25,offer_ev_owner_01_1735893000,grid,ev_owner_01,2025-01-03T08:30:00Z,2025-01-03T08:30:00Z,2025-01-03 08:45:00+00:00,0.9171,True,e61e0779ba514151b7630649455252bc,True
synthetic_df8a3421f66e,offer_ev_owner_01_1735893300,grid,ev_owner_01,2025-01-03T08:35:00Z,2025-01-03T08:35:00Z,2025-01-03 08:50:00+00:00,0.8154,True,54a9ec154bef481faaece5afc340293d,True
synthetic_c7241cc1e73c,offer_ev_owner_01_1735893600,grid,ev_owner_01,2025-01-03T08:40:00Z,2025-01-03T08:40:00Z,2025-01-03 08:55:00+00:00,0.8193,True,99cae25e046148e8a61dd97510eae7cc,True
synthetic_df63d37df84d,offer_ev_owner_01_1735893900,grid,ev_owner_01,2025-01-03T08:45:00Z,2025-01-03T08:45:00Z,2025-01-03 09:00:00+00:00,0.7939,True,3b26f840f716435780e38533eac1fb08,True
synthetic_003313b1b7bf,offer_ev_owner_01_1735894200,grid,ev_owner_01,2025-01-03T08:50:00Z,2025-01-03T08:50:00Z,2025-01-03 09:05:00+00:00,0.8038,True,3ce55adee36149cd85d7889a734681a5,True
synthetic_5938e00ed6d5,offer_ev_owner_01_1735894500,grid,ev_owner_01,2025-01-03T08:55:00Z,2025-01-03T08:55:00Z,2025-01-03 09:10:00+00:00,0.751,True,4e166da623ca42bead25c8d2ef98b261,True
synthetic_81eecda580d0,offer_ev_owner_01_1735894800,grid,ev_owner_01,2025-01-03T09:00:00Z,2025-01-03T09:00:00Z,2025-01-03 09:15:00+00:00,0.7129,True,705cced443ce4af5a99933e8cedfeb08,True
synthetic_2ab0b79ea190,offer_ev_owner_01_1735895100,grid,ev_owner_01,2025-01-03T09:05:00Z,2025-01-03T09:05:00Z,2025-01-03 09:20:00+00:00,0.7446,True,d3ddd34adae3456e87ce17bd01744cd1,True
synthetic_1cc83e4385b5,offer_ev_owner_01_1735895400,grid,ev_owner_01,2025-01-03T09:10:00Z,2025-01-03T09:10:00Z,2025-01-03 09:25:00+00:00,0.6972,True,be6216ad76e44be79ec5f91e86df86ea,True
synthetic_60b1ce44c39b,offer_ev_owner_01_1735895700,grid,ev_owner_01,2025-01-03T09:15:00Z,2025-01-03T09:15:00Z,2025-01-03 09:30:00+00:00,0.6626,True,f181752b72d7443a99f690f3488da248,True
synthetic_1e9b71554bd2,offer_ev_owner_01_1735896000,grid,ev_owner_01,2025-01-03T09:20:00Z,2025-01-03T09:20:00Z,2025-01-03 09:35:00+00:00,0.6098,True,ca2b0105d6624d1ca7ad75126e299049,True
synthetic_24089ce9fd88,offer_ev_owner_01_1735896300,grid,ev_owner_01,2025-01-03T09:25:00Z,2025-01-03T09:25:00Z,2025-01-03 09:40:00+00:00,0.5873,True,ff7f65b6974d4f278877b329421669db,True
synthetic_97d57aa98895,offer_ev_owner_01_1735896600,grid,ev_owner_01,2025-01-03T09:30:00Z,2025-01-03T09:30:00Z,2025-01-03 09:45:00+00:00,0.4999,True,46aef62a140d497389e42c56c457df00,True
synthetic_f9f5ad4ad37f,offer_ev_owner_01_1735896900,grid,ev_owner_01,2025-01-03T09:35:00Z,2025-01-03T09:35:00Z,2025-01-03 09:50:00+00:00,0.5446,True,e885f31f05374933bca304ad44d53b6e,True
synthetic_cafd82bb48fc,offer_ev_owner_01_1735965000,grid,ev_owner_01,2025-01-04T04:30:00Z,2025-01-04T04:30:00Z,2025-01-04 04:45:00+00:00,0.5725,True,829bf2e11e914d008259a1343e564f14,True
synthetic_7fd438678956,offer_ev_owner_01_1735965300,grid,ev_owner_01,2025-01-04T04:35:00Z,2025-01-04T04:35:00Z,2025-01-04 04:50:00+00:00,0.5066,True,f1a5da5aa112424f88847456021f55e0,True
synthetic_d801e867caf6,offer_ev_owner_01_1735965600,grid,ev_owner_01,2025-01-04T04:40:00Z,2025-01-04T04:40:00Z,2025-01-04 04:55:00+00:00,0.5413,True,5a835237e061497a8cd0b8e96e9f9619,True
synthetic_decb664b27cc,offer_ev_owner_01_1735965900,grid,ev_owner_01,2025-01-04T04:45:00Z,2025-01-04T04:45:00Z,2025-01-04 05:00:00+00:00,0.6298,True,6d8b201983754a689bfdad08c5bc6306,True
synthetic_285720ef0926,offer_ev_owner_01_1735966200,grid,ev_owner_01,2025-01-04T04:50:00Z,2025-01-04T04:50:00Z,2025-01-04 05:05:00+00:00,0.696,True,e28256cee6324512b22a4f57b1d3fce4,True
synthetic_7ac721a76093,offer_ev_owner_01_1735966500,grid,ev_owner_01,2025-01-04T04:55:00Z,2025-01-04T04:55:00Z,2025-01-04 05:10:00+00:00,0.5999,True,8097421a80c6486499ea57dcbc91e2bf,True
synthetic_338dea463cb8,offer_ev_owner_01_1735966800,grid,ev_owner_01,2025-01-04T05:00:00Z,2025-01-04T05:00:00Z,2025-01-04 05:15:00+00:00,0.7561,True,41ce2a983b154bdabdcb04a372347f43,True
synthetic_76b852cbe5bf,offer_ev_owner_01_1735967100,grid,ev_owner_01,2025-01-04T05:05:00Z,2025-01-04T05:05:00Z,2025-01-04 05:20:00+00:00,0.7796,True,b7c9be20a4c147a99be871a19d57efd6,True
synthetic_f584228cf743,offer_ev_owner_01_1735967400,grid,ev_owner_01,2025-01-04T05:10:00Z,2025-01-04T05:10:00Z,2025-01-04 05:25:00+00:00,0.8477,True,004031ab6d6d47ac886e0bdcd2b8f561,True
synthetic_bc88bd4515ed,offer_ev_owner_01_1735967700,grid,ev_owner_01,2025-01-04T05:15:00Z,2025-01-04T05:15:00Z,2025-01-04 05:30:00+00:00,0.8165,True,a7ac43a81a034b44b4b114399bb11410,True
synthetic_6ae133bc0f82,offer_ev_owner_01_1735968000,grid,ev_owner_01,2025-01-04T05:20:00Z,2025-01-04T05:20:00Z,2025-01-04 05:35:00+00:00,0.8877,True,ca29d1646d5b4f8eab21a640c1308812,True
synthetic_1312f40aecb3,offer_ev_owner_01_1735968300,grid,ev_owner_01,2025-01-04T05:25:00Z,2025-01-04T05:25:00Z,2025-01-04 05:40:00+00:00,0.8325,True,e5b0c3e7b5814ab19ad7026f4178d621,True
synthetic_466825c73caa,offer_ev_owner_01_1735968600,grid,ev_owner_01,2025-01-04T05:30:00Z,2025-01-04T05:30:00Z,2025-01-04 05:45:00+00:00,0.8444,True,b54337e232f041d280b3fb60b2b00834,True
synthetic_b61ea6bc44be,offer_ev_owner_01_1735968900,grid,ev_owner_01,2025-01-04T05:35:00Z,2025-01-04T05:35:00Z,2025-01-04 05:50:00+00:00,0.786,True,415975b2f8b94ad0b91f6e2cf678c1b9,True
synthetic_667e05446bd9,offer_ev_owner_01_1735969200,grid,ev_owner_01,2025-01-04T05:40:00Z,2025-01-04T05:40:00Z,2025-01-04 05:55:00+00:00,1.0283,True,05abf93f89a64cf7a99b27f4735ac0e2,True
synthetic_27befd333897,offer_ev_owner_01_1735969500,grid,ev_owner_01,2025-01-04T05:45:00Z,2025-01-04T05:45:00Z,2025-01-04 06:00:00+00:00,0.8764,True,0cd2480f88c14715a49f6138bb91885b,True
synthetic_d1ad1c43b0a1,offer_ev_owner_01_1735969800,grid,ev_owner_01,2025-01-04T05:50:00Z,2025-01-04T05:50:00Z,2025-01-04 06:05:00+00:00,0.987,True,d59ff693a39d42fcb56fe4c44e0b06a1,True
synthetic_41abde04c9e5,offer_ev_owner_01_1735970100,grid,ev_owner_01,2025-01-04T05:55:00Z,2025-01-04T05:55:00Z,2025-01-04 06:10:00+00:00,0.9453,True,34dbe58aa5b94739b16bf43799a6c3ab,True
synthetic_46788e9ef458,offer_ev_owner_01_1735970400,grid,ev_owner_01,2025-01-04T06:00:00Z,2025-01-04T06:00:00Z,2025-01-04 06:15:00+00:00,1.0867,True,df8b248fc62040a391ba1c34d56d7cd5,True
