offer_id,ts,seller_id,offered_kwh,offer_price,commit_hash,expiry_ts,matched_trade_id,synthetic_offer
offer_ev_owner_01_1738137900,2025-01-29T08:05:00Z,ev_owner_01,0.185639,5.162804,27d333c3698f3c9b786b1701fd1a22623c9c63acafecfb7d1be5057b231550ce,2025-01-29T08:20:00Z,,False
offer_ev_owner_01_1738138200,2025-01-29T08:10:00Z,ev_owner_01,0.183453,5.77753,f66c43716f662954d4b3d2888f1c2a70ee43fa472ef0df6b6d117dfc6d2441ee,2025-01-29T08:25:00Z,,False
offer_ev_owner_01_1738138500,2025-01-29T08:15:00Z,ev_owner_01,0.183494,4.905827,6de295c56f4d7451ad353f05b87919ab227875c3bd3cbc038bf5f313f2e909b9,2025-01-29T08:30:00Z,,False
offer_ev_owner_01_1738138800,2025-01-29T08:20:00Z,ev_owner_01,0.17111,4.99209,3613e77fb74962f4e106cdcb496dd4ecd4edd1ba7386e9949e276297f4ac283f,2025-01-29T08:35:00Z,,False
offer_ev_owner_01_1738139100,2025-01-29T08:25:00Z,ev_owner_01,0.180201,5.606112,911333aa72ec14ac52dc6a2f816bd196e0f889e4f801d182f14ffca7760c7a90,2025-01-29T08:40:00Z,,False
offer_ev_owner_01_1738139400,2025-01-29T08:30:00Z,ev_owner_01,0.16777,5.198793,56f0df52fca60c3a5f5c9f7028d3840472480000297284e34013459f1b434193,2025-01-29T08:45:00Z,,False
offer_ev_owner_01_1738139700,2025-01-29T08:35:00Z,ev_owner_01,0.162461,5.549663,a461d7dafd373388501e1098c43f7cadbece39dda5feb3cb072ceb5ba324cea1,2025-01-29T08:50:00Z,,False
offer_ev_owner_01_1738140000,2025-01-29T08:40:00Z,ev_owner_01,0.155432,5.573356,0d5d9d0ef61b9b441f147f9b57d90f222064568a59633158537c6366e11e8665,2025-01-29T08:55:00Z,,False
offer_ev_owner_01_1738140300,2025-01-29T08:45:00Z,ev_owner_01,0.154814,5.509373,d40fbcefcf7ae6ce9d361f00da4f2cce7817f4a950466ac3152c596b7f0175ff,2025-01-29T09:00:00Z,,False
offer_ev_owner_01_1738140600,2025-01-29T08:50:00Z,ev_owner_01,0.157765,5.168481,fb927b908634fdcdcc76139063c1991bc6d20d13403b27400b1a040f5fb6b5ab,2025-01-29T09:05:00Z,,False
offer_ev_owner_01_1738140900,2025-01-29T08:55:00Z,ev_owner_01,0.151941,4.761509,b2419dc8e25820aa61897a06d0754ab0f1f3eb23178cc81a98013b59c5139a0e,2025-01-29T09:10:00Z,,False
offer_ev_owner_01_1738141200,2025-01-29T09:00:00Z,ev_owner_01,0.144585,5.286936,3ec21cc4edfce7c0e352fa3b3fee6a4cd43cf399a79f5949e5ffbce92bc23733,2025-01-29T09:15:00Z,,False
offer_ev_owner_01_1738141500,2025-01-29T09:05:00Z,ev_owner_01,0.146152,5.826284,06edf390fbe71f6f6b2957b458a2c2082b88b5fb1fce9ecd6e708f25fa2a91ee,2025-01-29T09:20:00Z,,False
offer_ev_owner_01_1738141800,2025-01-29T09:10:00Z,ev_owner_01,0.129633,5.589455,74d3470ae263882f08923e28eeb8a206adb1289b1f647a356683fc5087fef2e8,2025-01-29T09:25:00Z,,False
offer_ev_owner_01_1738142100,2025-01-29T09:15:00Z,ev_owner_01,0.127041,5.623126,b0c35b13dc24f4d776d813820356403efb25ee457488107aca19aa187e244f74,2025-01-29T09:30:00Z,,False
offer_ev_owner_01_1738142400,2025-01-29T09:20:00Z,ev_owner_01,0.12167,5.524174,5dfbbcc38127503d964769228d22a6a2831e2178945f358e52a3df0417927d72,2025-01-29T09:35:00Z,,False
offer_ev_owner_01_1738142700,2025-01-29T09:25:00Z,ev_owner_01,0.113466,5.908168,1fc3db69daf3b9d1f5555df6e111029a3b77c4cfc39993607eab27a89f07774b,2025-01-29T09:40:00Z,,False
offer_ev_owner_01_1738143000,2025-01-29T09:30:00Z,ev_owner_01,0.116201,5.837036,addd2cf73eef9e904713ad6948caf1f7b0dc91cc2d6c1787003a7b3639ffd8c2,2025-01-29T09:45:00Z,,False
offer_ev_owner_01_1738143300,2025-01-29T09:35:00Z,ev_owner_01,0.10429,4.864943,34a1ed42f587b77594dac2dccd3d2940722ab10eeb3f4187911157f3ae4b7cfb,2025-01-29T09:50:00Z,,False
offer_ev_owner_01_1738143600,2025-01-29T09:40:00Z,ev_owner_01,0.102041,5.177066,8a90f29f4292937a20be98a746a625b3230441e02c729c051f4e16334639497e,2025-01-29T09:55:00Z,,False
offer_ev_owner_01_1738211400,2025-01-30T04:30:00Z,ev_owner_01,0.110554,5.111797,5eea09dec71c05acb27c4fe322b87bc66b3437e9a60f89e29b0526fa57cee645,2025-01-30T04:45:00Z,,False
offer_ev_owner_01_1738211700,2025-01-30T04:35:00Z,ev_owner_01,0.117355,6.454315,e1f655200eb24df4e39e71abef6f47b8935700ae63ccd4ba1dc4a92127c60782,2025-01-30T04:50:00Z,,False
offer_ev_owner_01_1738212000,2025-01-30T04:40:00Z,ev_owner_01,0.119323,6.595778,710b63c73d7a27853c0d077410b9abaec3ceb335b16948f3a19fa76194b0d628,2025-01-30T04:55:00Z,,False
offer_ev_owner_01_1738212300,2025-01-30T04:45:00Z,ev_owner_01,0.12778,6.509368,61b47d8593fb541159d71ca957ae220421458b4b4dfab36fb7a5f0ba98d697cf,2025-01-30T05:00:00Z,,False
offer_ev_owner_01_1738212600,2025-01-30T04:50:00Z,ev_owner_01,0.147672,4.936615,301f0f37c1c9f09f7cad4636745dfe8b6970f72f01578797e3f6c12e5a21e0a7,2025-01-30T05:05:00Z,,False
offer_ev_owner_01_1738212900,2025-01-30T04:55:00Z,ev_owner_01,0.140305,5.090727,06eefae0f294a28aa1a3dbcf15a2ad25fc46b73d41ce112522d72ecd18064cd5,2025-01-30T05:10:00Z,,False
offer_ev_owner_01_1738213200,2025-01-30T05:00:00Z,ev_owner_01,0.148818,5.540448,348e38df8298a3ccdb35e34c31fe6b57306d63bc44611525b3dbf44b7df48555,2025-01-30T05:15:00Z,,False
offer_ev_owner_01_1738213500,2025-01-30T05:05:00Z,ev_owner_01,0.154753,5.085011,b458104e544657e3d6d279c2ced87596220e186390867cb3d3a1cfc695907ae0,2025-01-30T05:20:00Z,,False
offer_ev_owner_01_1738213800,2025-01-30T05:10:00Z,ev_owner_01,0.147809,5.030009,ca1c1509abcb3a12e7a9057efcda7ff8c2b5af73dde1a13b4b5764e87e1f0a71,2025-01-30T05:25:00Z,,False
offer_ev_owner_01_1738214100,2025-01-30T05:15:00Z,ev_owner_01,0.157516,6.255716,f3588a73a00f303abfcb1b548659509425daa40a49c5145caeeeb1b1edfd2c9a,2025-01-30T05:30:00Z,,False
offer_ev_owner_01_1738214400,2025-01-30T05:20:00Z,ev_owner_01,0.162866,6.109643,96552be8c31c7ae669c805eac53c629b36bc0e4fef403d2782103a969a9b8188,2025-01-30T05:35:00Z,,False
offer_ev_owner_01_1738214700,2025-01-30T05:25:00Z,ev_owner_01,0.167497,5.707749,ad6b95a489873fff489733c8c0e421a21e0beb236f014b91ac4aa2ddccb9893b,2025-01-30T05:40:00Z,,False
offer_ev_owner_01_1738215000,2025-01-30T05:30:00Z,ev_owner_01,0.167089,5.114864,93d8a9c0bcf85e24cd6b096803a586b63ca019496d6e0fea4c112f262ca637d4,2025-01-30T05:45:00Z,,False
offer_ev_owner_01_1738215300,2025-01-30T05:35:00Z,ev_owner_01,0.16185,6.09141,605a9e63010963c343b7f02d1f457578a5aba0c689d553a3c7483c7d4bb961db,2025-01-30T05:50:00Z,,False
offer_ev_owner_01_1738215600,2025-01-30T05:40:00Z,ev_owner_01,0.162984,6.09427,976a0c403ae14d225086015c29d13b9a958ed7977f050a7cb903f63bb0716d4b,2025-01-30T05:55:00Z,,False
offer_ev_owner_01_1738215900,2025-01-30T05:45:00Z,ev_owner_01,0.179264,5.98467,3db6a1de60ccc07448b9ba46841f4c5a9bfa67f2f1710d33aa68f24577425a44,2025-01-30T06:00:00Z,,False
offer_family_home_01_1738216200,2025-01-30T05:50:00Z,family_home_01,0.100687,5.477963,fea2c1e5592635683c5064e587d78c4f77e631166fb7ef4167721bedaaa1e2f8,2025-01-30T06:05:00Z,,False
offer_ev_owner_01_1738216200,2025-01-30T05:50:00Z,ev_owner_01,0.186499,6.425273,72e18398157c1105cd6f20012ef5ab24143d37e13e8cefaa6e42384ab207973e,2025-01-30T06:05:00Z,,False
offer_family_home_01_1738216500,2025-01-30T05:55:00Z,family_home_01,0.101401,6.366126,5d58c64f5185ccc653bd96907dd10d2f5501b4c49b665e584994b4908960bdad,2025-01-30T06:10:00Z,,False
offer_ev_owner_01_1738216500,2025-01-30T05:55:00Z,ev_owner_01,0.187765,5.084897,96f5c0f786f58a0741a48653128c0af5d46d8732389959a43672a7930356415e,2025-01-30T06:10:00Z,,False
offer_ev_owner_01_1738216800,2025-01-30T06:00:00Z,ev_owner_01,0.197218,6.549146,a5df3f61511102210cd6b6d4ed6ea067364f5f2875da80ff603d8b744104a98e,2025-01-30T06:15:00Z,,False
offer_family_home_01_1738217100,2025-01-30T06:05:00Z,family_home_01,0.104713,6.572719,4353179f4a2352cfc29872c4eeba90682b7c94aad24c778ddc8f5f7b70ce5efe,2025-01-30T06:20:00Z,,False
offer_ev_owner_01_1738217100,2025-01-30T06:05:00Z,ev_owner_01,0.192437,4.971774,b331d921b7444fa4c04601e0c443eef4b86de59f4edaf1851826b3fae1e2cabd,2025-01-30T06:20:00Z,,False
offer_family_home_01_1738217400,2025-01-30T06:10:00Z,family_home_01,0.102259,5.304406,62a04ba8bf480eee77942cca93baf580518f9c9ebaf8eb53a872338f7f7bc130,2025-01-30T06:25:00Z,,False
offer_ev_owner_01_1738217400,2025-01-30T06:10:00Z,ev_owner_01,0.199878,4.91172,a113125f7eacf3b052fdb9731c1f910cc59e99f05784d2dd89e077396b1d8e69,2025-01-30T06:25:00Z,,False
offer_family_home_01_1738217700,2025-01-30T06:15:00Z,family_home_01,0.106688,5.008001,1dc17f225095d38af592baa8efb49ef68f507eb0e7890906fae99b95d7b4ab66,2025-01-30T06:30:00Z,,False
offer_ev_owner_01_1738217700,2025-01-30T06:15:00Z,ev_owner_01,0.196828,6.589322,1e8f9315dbafb1c5a2add6819d023690b2a2ccb94fdf119f6f11a3601d9b78c0,2025-01-30T06:30:00Z,,False
offer_family_home_01_1738218000,2025-01-30T06:20:00Z,family_home_01,0.109599,6.076028,ccafae44e290f1425fa22d6535d03101badb1282c81006a84066b781412a3419,2025-01-30T06:35:00Z,,False
offer_ev_owner_01_1738218000,2025-01-30T06:20:00Z,ev_owner_01,0.194302,6.589817,0280b3957e7ae4ef74ec72cb5ae75ff9451970bf68d36d6a30e21de59545c40e,2025-01-30T06:35:00Z,,False
offer_family_home_01_1738218300,2025-01-30T06:25:00Z,family_home_01,0.10665,5.335514,e95109ea50dc57d2529b2e3ef02c6427e75814f43057e6cefabc8829cd410118,2025-01-30T06:40:00Z,,False
offer_ev_owner_01_1738218300,2025-01-30T06:25:00Z,ev_owner_01,0.21525,5.504096,81b5f503c4b96aff1a9988800c8828a517b34db8d7cec3d3d9b70b5ffe41c6fe,2025-01-30T06:40:00Z,,False
offer_family_home_01_1738218600,2025-01-30T06:30:00Z,family_home_01,0.101126,5.772658,8d07eb1c00d901fd26ea884ded923301955a939a1f513cb1fd135fbcc3b9bbe7,2025-01-30T06:45:00Z,,False
offer_ev_owner_01_1738218600,2025-01-30T06:30:00Z,ev_owner_01,0.19034,5.379218,5bbc7ef0210213126f24618dc90171c1d7be030deba632f1149698d688233dac,2025-01-30T06:45:00Z,,False
offer_family_home_01_1738218900,2025-01-30T06:35:00Z,family_home_01,0.100677,5.516148,3d41f7ac531e3982b730ccbc0c63bb574f66bac122ec73daf57cccded3f31893,2025-01-30T06:50:00Z,,False
offer_ev_owner_01_1738218900,2025-01-30T06:35:00Z,ev_owner_01,0.193313,5.645065,3cc071290f9e24611fadec85a1b41b85a7d307b106fd3ea9dc0acdf008f430a4,2025-01-30T06:50:00Z,,False
offer_ev_owner_01_1738219200,2025-01-30T06:40:00Z,ev_owner_01,0.189928,5.110442,c74fa51e113c09f4d97b0a2eb080609a0a3b12ec6d37a34345d1655c5d0df30c,2025-01-30T06:55:00Z,,False
offer_family_home_01_1738219500,2025-01-30T06:45:00Z,family_home_01,0.106013,5.57412,6b64bed21cd98ea7bda93530ac69e1684562eaefa23c2dc8fc6602aca963222f,2025-01-30T07:00:00Z,,False
offer_ev_owner_01_1738219500,2025-01-30T06:45:00Z,ev_owner_01,0.200179,5.07596,47a11c96bb7a6c3bd70195de406c83bea41a698e62b1841e5ce9f63a117e63f2,2025-01-30T07:00:00Z,,False
offer_family_home_01_1738219800,2025-01-30T06:50:00Z,family_home_01,0.102815,5.583011,ad917735cd420ac485fd465ea0a389898845e46ff2f671a22a47364743954421,2025-01-30T07:05:00Z,,False
offer_ev_owner_01_1738219800,2025-01-30T06:50:00Z,ev_owner_01,0.199332,5.922831,d2c4d298dbd666d258efd85158f48ef2d5aba3f6fe391f2ca195d4bdf5001822,2025-01-30T07:05:00Z,,False
offer_family_home_01_1738220100,2025-01-30T06:55:00Z,family_home_01,0.11243,5.160629,3ce2de0f26fa57301c449a95774eee8939601991d83e882d21b148eea4efb3c4,2025-01-30T07:10:00Z,,False
offer_ev_owner_01_1738220100,2025-01-30T06:55:00Z,ev_owner_01,0.199975,6.121509,2c1e0f95f5565abb3c75a4b6146d4733d4c7cc237191419707d8ef323ab70d10,2025-01-30T07:10:00Z,,False
offer_family_home_01_1738220400,2025-01-30T07:00:00Z,family_home_01,0.106957,6.116934,c6cabc00a38c15fc1e3b61ddfed3960bedefddf1fcfa0105b10f739c773bdb42,2025-01-30T07:15:00Z,,False
offer_ev_owner_01_1738220400,2025-01-30T07:00:00Z,ev_owner_01,0.202614,5.607303,a60ca479744ae1e96424f76e717dce811e546e747e784ecbebd73cd9985cdfe3,2025-01-30T07:15:00Z,,False
offer_family_home_01_1738220700,2025-01-30T07:05:00Z,family_home_01,0.103897,6.351161,6937be42f92e4ca56471527f696e210c2d5958c818e53911671e46893e1221c4,2025-01-30T07:20:00Z,,False
offer_ev_owner_01_1738220700,2025-01-30T07:05:00Z,ev_owner_01,0.205342,6.045241,2177ea44da0dff548f610ece14b59885fd70324f37a1d8a211c245c4e1cd3b88,2025-01-30T07:20:00Z,,False
offer_family_home_01_1738221000,2025-01-30T07:10:00Z,family_home_01,0.101168,5.976712,644731addacf60e56417ef6d12fdd651074acbfc367d974eb0b1ef49ecc83aca,2025-01-30T07:25:00Z,,False
offer_ev_owner_01_1738221000,2025-01-30T07:10:00Z,ev_owner_01,0.19742,6.065566,4c69400c7ccb02347d689a8401337c78f637a6c7414f998c0f82e31b8738b8da,2025-01-30T07:25:00Z,,False
offer_family_home_01_1738221300,2025-01-30T07:15:00Z,family_home_01,0.101141,5.417098,5a754b68a78c1ea33d4f64120b6f38bb9a67e05f9f8b590dca32ace14c42fd99,2025-01-30T07:30:00Z,,False
offer_ev_owner_01_1738221300,2025-01-30T07:15:00Z,ev_owner_01,0.19231,5.622186,f2d1041f8b5dca686e90149aecab8364ecc5b242be5cdbf4423ac506c4db6004,2025-01-30T07:30:00Z,,False
offer_ev_owner_01_1738221600,2025-01-30T07:20:00Z,ev_owner_01,0.199877,5.184566,aac9c2d9fb00fab28b96c4a9ad5014d6873cf64e7e8576c55ddbea52216dab04,2025-01-30T07:35:00Z,,False
offer_family_home_01_1738221900,2025-01-30T07:25:00Z,family_home_01,0.100714,5.171373,d02a6c5ccbba76be79b8036175cebac2875238b0c492dcee54d8d60b78ce04ce,2025-01-30T07:40:00Z,,False
offer_ev_owner_01_1738221900,2025-01-30T07:25:00Z,ev_owner_01,0.19346,5.851566,fc906b90b142236d7665188ccf46d8f4de0979c623ec1b53953bd7b0230b8cb9,2025-01-30T07:40:00Z,,False
offer_family_home_01_1738222200,2025-01-30T07:30:00Z,family_home_01,0.105884,4.879624,3ff7b93dd9f88bdd16f2607cbb04a3f2325c8d549faba21916e05d5f491c2825,2025-01-30T07:45:00Z,,False
offer_ev_owner_01_1738222200,2025-01-30T07:30:00Z,ev_owner_01,0.196372,6.289488,4ccb3416a16f0a1aab1d95a77d93e4f9a472bfdc55ba6e9eebdab3c0464d9fd0,2025-01-30T07:45:00Z,,False
offer_family_home_01_1738222500,2025-01-30T07:35:00Z,family_home_01,0.102832,6.499801,49299f192fe9112210f9af1778609bfa1b239793a82fe4c0b15630dde1b326e8,2025-01-30T07:50:00Z,,False
offer_ev_owner_01_1738222500,2025-01-30T07:35:00Z,ev_owner_01,0.202343,5.036483,d8708fab67ef86ac72676ef658c82f2ed8e55a5c1998f9074f74c32e2e392b65,2025-01-30T07:50:00Z,,False
offer_family_home_01_1738222800,2025-01-30T07:40:00Z,family_home_01,0.110204,5.77564,9828d91e7075658b08a2807fe7727e4e2fc0059dc8432bb3ecb36d4a3101aab0,2025-01-30T07:55:00Z,,False
offer_ev_owner_01_1738222800,2025-01-30T07:40:00Z,ev_owner_01,0.194444,5.333159,a4a3a234815e36d3b5eb80ef1e5abb121d7ac41cd72e841c810823e1531638e2,2025-01-30T07:55:00Z,,False
offer_family_home_01_1738223100,2025-01-30T07:45:00Z,family_home_01,0.100273,6.357096,c87359333a1460a75ef8cddf5f20b36dba7e2d6e4da8c408ef692b3682169a9c,2025-01-30T08:00:00Z,,False
offer_ev_owner_01_1738223100,2025-01-30T07:45:00Z,ev_owner_01,0.189565,6.491092,1be76a3c2bc04fc6ffd91d3abe90ecaeff487f5fa63f6d4cd647180a3a9eb6a3,2025-01-30T08:00:00Z,,False
offer_family_home_01_1738223400,2025-01-30T07:50:00Z,family_home_01,0.102753,6.115189,be2e9af6aec19a662a753de1b96d879908fc5c41d517b32629c3684a52ec7665,2025-01-30T08:05:00Z,,False
offer_ev_owner_01_1738223400,2025-01-30T07:50:00Z,ev_owner_01,0.199255,5.280696,5b62b768447d79342f9b043db152f16254580d00a3da5fdc850fce6bbdd2be31,2025-01-30T08:05:00Z,,False
offer_family_home_01_1738223700,2025-01-30T07:55:00Z,family_home_01,0.102259,6.456901,92e39d582d58f7da194183c54602f3748c942fbe4957716bbb36f0a901f0144a,2025-01-30T08:10:00Z,,False
offer_ev_owner_01_1738223700,2025-01-30T07:55:00Z,ev_owner_01,0.197133,6.546243,fdc537d7bdb788260688c86042f10bd934102820003460d2e38d835f7bfc16a7,2025-01-30T08:10:00Z,,False
offer_family_home_01_1738224000,2025-01-30T08:00:00Z,family_home_01,0.101793,5.443483,fa596079bc16ea818b9e356d7d27081a53235d99a16f83f717462e1cb048d5e3,2025-01-30T08:15:00Z,,False
offer_ev_owner_01_1738224000,2025-01-30T08:00:00Z,ev_owner_01,0.188986,4.857605,7dce3fb0f5e7750cdc7a68f40c5489200b4863370a09daf0f42b1ce6bd2d54fd,2025-01-30T08:15:00Z,,False
offer_ev_owner_01_1738224300,2025-01-30T08:05:00Z,ev_owner_01,0.183782,5.937559,90ff34d9ac2b3d182397fcd47d5878316f94053270389fec495632621afb990c,2025-01-30T08:20:00Z,,False
offer_ev_owner_01_1738224600,2025-01-30T08:10:00Z,ev_owner_01,0.182331,5.424592,343cd344c2b594dcdfd43ac6e722ba17ca803033308753257e26517f2ac17922,2025-01-30T08:25:00Z,,False
offer_ev_owner_01_1738224900,2025-01-30T08:15:00Z,ev_owner_01,0.173751,6.34636,c66d29eb025312f9418ed318fd6358f98403705c9c956266b420abecf01d28f7,2025-01-30T08:30:00Z,,False
offer_ev_owner_01_1738225200,2025-01-30T08:20:00Z,ev_owner_01,0.17688,6.468768,e2798eb091cd11bfa20181a80b0776a637abfb50ecd6afbe65552520c5bf57bd,2025-01-30T08:35:00Z,,False
offer_ev_owner_01_1738225500,2025-01-30T08:25:00Z,ev_owner_01,0.168538,5.195108,1cd9facf29e1bbf4e9a01f66ca831f5a5c550bead8acdd55318b8588553f2e2d,2025-01-30T08:40:00Z,,False
offer_ev_owner_01_1738225800,2025-01-30T08:30:00Z,ev_owner_01,0.174257,5.791419,d17c7249fee24060cb5d47724d8050d66e9e0ca13dadefdeb1d6be5973b477a0,2025-01-30T08:45:00Z,,False
offer_ev_owner_01_1738226100,2025-01-30T08:35:00Z,ev_owner_01,0.165081,5.638728,75eb07a4c391b6625337cbe9cb3f23297d9926961482a71ea2c59434e922818f,2025-01-30T08:50:00Z,,False
offer_ev_owner_01_1738226400,2025-01-30T08:40:00Z,ev_owner_01,0.160749,4.651415,7e9975168279d44219e9a4a108e0ba7d0292590e8a07792628fd75913b8ee450,2025-01-30T08:55:00Z,,False
offer_ev_owner_01_1738226700,2025-01-30T08:45:00Z,ev_owner_01,0.149729,4.680913,c8ccc35ffd5f379f1726f59cf00119d16bdd1e1e56b92d8a35f0b5a2c8a1ca69,2025-01-30T09:00:00Z,,False
offer_ev_owner_01_1738227000,2025-01-30T08:50:00Z,ev_owner_01,0.151601,5.266841,4be34aace91bfa4ea996276ce578dc1a47233f6f724572064edc3c08811f565b,2025-01-30T09:05:00Z,,False
offer_ev_owner_01_1738227300,2025-01-30T08:55:00Z,ev_owner_01,0.14988,5.470303,2eb219a14b6b9ff50b908ea0b76fe3dd8eb374bfb2a0d1f7bad63775933a0580,2025-01-30T09:10:00Z,,False
offer_ev_owner_01_1738227600,2025-01-30T09:00:00Z,ev_owner_01,0.149734,4.490024,d945bfad7f57052b9be0b5512b9910bb7b56f0167346c397df3e62127121a262,2025-01-30T09:15:00Z,,False
offer_ev_owner_01_1738227900,2025-01-30T09:05:00Z,ev_owner_01,0.132909,5.463913,21d6fcbdfdab80682b05dd52c05c9b5c64ee3511003560d7fa6ee9529a4825fb,2025-01-30T09:20:00Z,,False
offer_ev_owner_01_1738228200,2025-01-30T09:10:00Z,ev_owner_01,0.13739,5.028618,63b72329a9a2f9e6f2089ed4bf25019ec476ea003154a32818d32f4bbc42084c,2025-01-30T09:25:00Z,,False
offer_ev_owner_01_1738228500,2025-01-30T09:15:00Z,ev_owner_01,0.121085,4.673968,d8d614cd6325e4aeee95afd822b642fbf5e216fca139eaa238feca0c0236d194,2025-01-30T09:30:00Z,,False
offer_ev_owner_01_1738228800,2025-01-30T09:20:00Z,ev_owner_01,0.124756,4.93546,eda39debdd9236de87045b4355c0db99292b88c702d3b900f4dff2749c7b99f5,2025-01-30T09:35:00Z,,False
offer_ev_owner_01_1738229100,2025-01-30T09:25:00Z,ev_owner_01,0.120644,4.592836,86501cab71870d02c27768f65e148f76c7bf3b01d58aac056f64dbf201889be6,2025-01-30T09:40:00Z,,False
offer_ev_owner_01_1738229400,2025-01-30T09:30:00Z,ev_owner_01,0.108645,5.523946,fa7c9ffddb0f829fbf190e4e1962af5f679ab4ff4e8b13f909c51eefc6ce0f20,2025-01-30T09:45:00Z,,False
offer_ev_owner_01_1738229700,2025-01-30T09:35:00Z,ev_owner_01,0.108922,5.396361,6b7617d5ea519198dbef94b608ca91db9a0f438d670a4d2a3a2ff00fef97e152,2025-01-30T09:50:00Z,,False
offer_ev_owner_01_1738230000,2025-01-30T09:40:00Z,ev_owner_01,0.102957,4.863862,d94e11fbc0b6d7fdd7a0a3c6f6bef67b4b2e2f788b4e6a6ac079ef5135947218,2025-01-30T09:55:00Z,,False
offer_ev_owner_01_1738297500,2025-01-31T04:25:00Z,ev_owner_01,0.104077,4.083153,b186b46ae2c264a7df6c3994ec847a77fb3681c32194afabaaf16eb6a888387b,2025-01-31T04:40:00Z,,False
offer_ev_owner_01_1738297800,2025-01-31T04:30:00Z,ev_owner_01,0.109787,6.107916,f87a0ef957e6382ebb57e9877a981b872ffc9bb26e7a0d0357959ed008e0596b,2025-01-31T04:45:00Z,,False
offer_ev_owner_01_1738298100,2025-01-31T04:35:00Z,ev_owner_01,0.121283,5.611031,8b35dd1a11d5d9ce278b5af21b648adf2e661fc214935aef03d27871735e7a72,2025-01-31T04:50:00Z,,False
offer_ev_owner_01_1738298400,2025-01-31T04:40:00Z,ev_owner_01,0.126273,6.245639,2ced611954acbc36a34db330a8ff39b983c73763bd3c89aa765e9a607878b6da,2025-01-31T04:55:00Z,,False
offer_ev_owner_01_1738298700,2025-01-31T04:45:00Z,ev_owner_01,0.132003,4.845605,3932c99dd9ecb6d6eb5c83ddb9f6f8c402645c4aa911290ea19e48034090c61b,2025-01-31T05:00:00Z,,False
offer_ev_owner_01_1738299000,2025-01-31T04:50:00Z,ev_owner_01,0.137145,5.08535,8b67602e009bb84e196fa77ecd6ca519a50e63533adab6c0229f3caeb2180769,2025-01-31T05:05:00Z,,False
offer_ev_owner_01_1738299300,2025-01-31T04:55:00Z,ev_owner_01,0.142842,6.570583,a445f2670c48c19761ae72a2b7a138987dc6cf339d37c387aa0cbb43214b9872,2025-01-31T05:10:00Z,,False
offer_ev_owner_01_1738299600,2025-01-31T05:00:00Z,ev_owner_01,0.15355,6.346396,8dfb3333d05e13975dd6f35f18d473320d2cf15dd5180a900dad9fd3aae8fab4,2025-01-31T05:15:00Z,,False
offer_ev_owner_01_1738299900,2025-01-31T05:05:00Z,ev_owner_01,0.15754,5.327183,62f1218f3bf7dab6e21b9c8b9de446fa46b5ceefd3ce3ef9cdf5ef6d9477e7af,2025-01-31T05:20:00Z,,False
offer_ev_owner_01_1738300200,2025-01-31T05:10:00Z,ev_owner_01,0.157338,6.018226,cb9b451813762649a707a03447cbc07d64e89b6f8301cf4bd34ef489bc5bd62f,2025-01-31T05:25:00Z,,False
offer_ev_owner_01_1738300500,2025-01-31T05:15:00Z,ev_owner_01,0.161825,5.582871,950bef0fbf9a15becd2e68e45052cec1f3873c2277748d0258da8a827e7e98de,2025-01-31T05:30:00Z,,False
offer_ev_owner_01_1738300800,2025-01-31T05:20:00Z,ev_owner_01,0.161425,5.285751,d53ca64f301d61e7ed047805456f8e64c5bf4db1ac4d4c951007fa393d1f1d31,2025-01-31T05:35:00Z,,False
offer_ev_owner_01_1738301100,2025-01-31T05:25:00Z,ev_owner_01,0.167379,5.170517,1c9a52c5535d7084d3264a37b035ceadbae9af94d5e398b73421dbfbf43ad27c,2025-01-31T05:40:00Z,,False
offer_ev_owner_01_1738301400,2025-01-31T05:30:00Z,ev_owner_01,0.174617,5.634839,1905d1750144f35206618d3ab2b0dd3330298cd0b4603e19cca85b7731a14e02,2025-01-31T05:45:00Z,,False
offer_ev_owner_01_1738301700,2025-01-31T05:35:00Z,ev_owner_01,0.177633,5.879753,a42ef23bb6b9bf0badbbca18a957b71ca466c050bc01815a704a0f6270527cdd,2025-01-31T05:50:00Z,,False
offer_ev_owner_01_1738302000,2025-01-31T05:40:00Z,ev_owner_01,0.181156,5.339803,c3912a09afe19cf63062f1cd30913131c86f5995473b668fad057fe244139730,2025-01-31T05:55:00Z,,False
offer_ev_owner_01_1738302300,2025-01-31T05:45:00Z,ev_owner_01,0.179031,4.819143,95abe524d76534a8215b5f3009b3d517bae502de8e87ba472c5370ef496857f1,2025-01-31T06:00:00Z,,False
offer_family_home_01_1738302600,2025-01-31T05:50:00Z,family_home_01,0.10098,6.476457,2a2f13716ddddac2709a414c3d3c27203e38aae3edf38f09c5a35cce91ca2b32,2025-01-31T06:05:00Z,,False
offer_ev_owner_01_1738302600,2025-01-31T05:50:00Z,ev_owner_01,0.189965,5.473931,7d61409d840efdaafbad4adb6a31af6c2fca8974815feaed03e5030265228b55,2025-01-31T06:05:00Z,,False
offer_family_home_01_1738302900,2025-01-31T05:55:00Z,family_home_01,0.101152,5.379406,d6a17fb84e173074c87f423f00840471aa06ee104d466d656dbdad6a18db11f9,2025-01-31T06:10:00Z,,False
